table_name,comments
R_CLASS_SYSTEM_DIMENSION,REFERENCE CLASS SYSTEM DIMENSION:  The type of dimension or facet that is in this taxomony or classification system.  For example
R_CLASS_LEV_XREF_TYPE,CLASSIFICATION SYSTEM CROSS REFERENCE TYPE:  This table may be used to indicate the types of valid relationships between levels of a classification system
R_LAND_WELL_REL_TYPE,R LAND WELL RELATIONSHIP TYPE:  the type of relationship between the well and the land right.  For example
R_LAND_UNIT_TYPE,REFERENCE LAND UNIT TYPE:  the type of land unit.
R_LAND_TRACT_TYPE,REFERENCE LAND UNIT TRACT TYPE:  the type of land unit tract.
R_LAND_TITLE_TYPE,REFERENCE LAND TITLE TYPE:  the type of land title held.
R_LAND_TITLE_CHG_RSN,R LAND TITLE CHANGE REASON:  seperation
R_LAND_STATUS_TYPE,LAND STATUS TYPE:  the type of status for a land right
R_LAND_RIGHT_STATUS,R LAND RIGHT STATUS:  continued
R_LAND_RIGHT_CATEGORY,R LAND RIGHT CATEGORY:  The category of land right.  May be Mineral or  Surface
R_LAND_REQ_STATUS,R LAND REQUEST STATUS:  pending
R_LAND_REQUEST_TYPE,R LAND REQUEST TYPE:  The type of request that was made
R_LAND_RENTAL_TYPE,R LAND RENTAL TYPE:  A delay rental is made to defer requirement  to drill during the primary term of a lease.  An annual rental  is made in addition to any subsequent royalty payment due to  production.  Shut in royalty is made in lieu of the royalty  payment and is usually equivalent to the delay or rental amount
R_LAND_REF_NUM_TYPE,R LAND REF NUM TYPE:  The type of reference number
R_LAND_PROPERTY_TYPE,R LAND PROPERTY TYPE:  the property designation for reporting  acreages
R_LAND_OFFRING_TYPE,R LAND OFFERING TYPE;  state
R_LAND_OFFRING_STATUS,R LAND OFFRING STATUS:  postponed
R_LAND_LESSOR_TYPE,R LAND LESSOR TYPE:  the type of lessor
R_LAND_COMPONENT_TYPE,REFERENCE LAND COMPONENT TYPE:  the type of component that is associated with the land right
R_LAND_CASH_BID_TYPE,CASH BID TYPE:  The type of cash bid.  This is used to determine the  method used to process the complete bid.  May be a sliding scale bid
R_LAND_CASE_TYPE,R LAND CASE TYPE:  timber
R_LAND_CASE_ACTION,R LAND CASE ACTION:  last action made to the case file.
R_LAND_BID_TYPE,R LAND BID TYPE:  May be sliding scale
R_LAND_BID_STATUS,R LAND BID STATUS:  pending
R_LAND_BIDDER_TYPE,R LAND BIDDER TYPE:  broker
R_LAND_AGREE_TYPE,LAND AGREEMENT TYPE:  The type of land agreement
R_LAND_ACQTN_METHOD,LAND ACQUISITION MEHOD:  the method used to acquire the rights to this land right.  May be purchase
R_ITEM_SUB_CATEGORY,ITEM SUB CATEGORY:  THE SUB CATEGORY OF INFORMATION OR PHYSICAL ITEM.  MAY BE ACQUISITION SUPPORT DATA ETC.
R_ITEM_CATEGORY,INFORMATION ITEM CATEGORY:  the category of information item
R_INV_MATERIAL_TYPE,REFERENCE INVENTORY MATERIAL TYPE:  The type of material that is tracked in a general sense.  Specific kinds of equipment should be tracked in CAT EQUIPMENT and specific kinds of additives should be tracked in CAT ADDITIVE.
R_INT_SET_XREF_TYPE,REFERENCE BA INTEREST SET CROSS REFERENCE TYPE:  The type of  relationship between interest sets.  Interest sets may supercede each  other
R_INT_SET_TYPE,REFERENCE BA INTEREST SET TYPE:  the type of interest set
R_INT_SET_TRIGGER,REFERENCE BA INTEREST SET TRIGGER:  the event that triggered a change in the interest set shares or roles.  When the event occurs
R_INT_SET_STATUS_TYPE,R INTEREST SET STATUS TYPE:  Identifies the perspective from which the status is measured
R_INT_SET_STATUS,R INTEREST SET STATUS:  The status of a partnership
R_INT_SET_ROLE,REFERENCE BA INTEREST SET ROLE:  the role played by a partner in the  interest set
R_INT_SET_COMPONENT,INTEREST SET COMPONENT: THe type of component that belong to the interest set
R_INTERP_TYPE,INTERPRETATION TYPE:  the type of interpretation
R_INTERP_ORIGIN_TYPE,ORIGIN TYPE:  The type of originating source of the interpretation.  This could be a tape or disk stored in the Records module or an intermediate or final output product from a processing flow.  The latter are best used in interpretation systems where the interpreted product may be ephemeral or stored only within the processing system.
R_INST_DETAIL_TYPE,INSTRUMENT DETAIL TYPE:  The kind of detail information about the instrument that has been stored.
R_INST_DETAIL_REF_VALUE,INSTRUMENT DETAIL REFERENCE VALUE TYPE:  In the case where a detail is referenced to some other value (such as a submission due after a certain period
R_INST_DETAIL_CODE,INSTRUMENT DETAIL CODE:  In the case that the instrument detail is described as a coded value
R_INSTRUMENT_TYPE,R LAND INSTRUMNT TYPE:  may be caveat
R_INSTRUMENT_COMP_TYPE,INSTRUMENT COMPONENT TYPE: The type of component associated with an instrument
R_INSP_STATUS,INSPECTION STATUS:  The status of this inspection
R_INSP_COMP_TYPE,INSPECTION COMPONENT TYPE:  The type of component that is associated.  Can be a broker (if it is a Business Associate) or the inspected document (if it is an information item) or an inspected line ( if it is a seismic set).
R_INPUT_TYPE,REFERENCE INPUT TYPE:  The type of input into an electrical device.Usually measured in Watts.
R_INFORMATION_PROCESS,Describes the technical transformation process used to generate one te  chical item from another.  For seismic trace data
R_AREA_CONTAIN_TYPE,REFERENCE AREA CONTAIN TYPE:  A reference to the type of containment
R_AREA_COMPONENT_TYPE,AREA COMPONENT TYPE: The type of component associated with an area
R_APPLIC_TYPE,REFERENCE APPLICATION TYPE:  continuation
R_APPLIC_STATUS,REFERENCE APPLICATION STATUS:  The status of the application
R_APPLIC_REMARK_TYPE,REFERENCE APPLICATION REMARK TYPE:  The type of remark about the applicaiton
R_APPLIC_DESC,REFERENCE APPLICATION DESC:  The type of descriptive information provided with an application
R_APPLIC_DECISION,LAND RIGHT APPLICATION DECISION:  the decision on the applicaiton
R_APPLIC_BA_ROLE,REFERENCE APPLICATION BUSINESS ASSOCIATE ROLE:  This table is used to capture information about the role that a business associate  played in the application (approver
R_APPLIC_ATTACHMENT,REFERENCE APPLICATION ATTACHMENT TYPE:  the type of appliation attachment that has been sent
R_APPLICATION_COMP_TYPE,APPLICATION COMPONENT TYPE: The type of component associated with the application
R_API_LOG_SYSTEM,REFERENCE AMERICAN PETROLEUM INSTITUTE LOG CODE TYPE.  A system devised by the American Petroleum Institude published in API bulletin D9 (1973)and D9a (1981) used to classify curves. Often found on historic logs
R_AOF_CALC_METHOD,REFERENCE ABSOLUTE OPEN FLOW CALCULATION METHOD: This reference table identifies the type of method used to calculate the absolute open flow potential of the well. For example
R_AOF_ANALYSIS_TYPE,REFERENCE ABSOLUTE OPEN FLOW: This reference table identifies the type of Absolute Open Flow procedure. For example
R_ANAL_PROPERTY_CODE,ANALYSIS PROPERTY  VALUE CODE: the code assigned to the analysis property by observation
R_ANALYSIS_REPORT,REFERENCE ANALYSIS REPORT: This reference table describes the presence of additional data available for an object. For example
R_ANALYSIS_PROPERTY,REFERENCE ANALYSIS PROPERTY: This reference table identifies the compositional and/or physical properties being analyzed. For example
R_ALLOWABLE_EXPENSE,REFERENCE ALLOWABLE EXPENSE:  expenses that are allowed under the  terms of the contract.
R_ALLOCATION_TYPE,REFERENCE ALLOCATION FACTOR TYPE:  A reference table identifying the t  ype of allocation factor that is used in calculations to attribute (al  locate) a measured movement of fluid to a number of production entitie  s.
R_ALIAS_TYPE,REFERENCE ALIAS TYPE:  This reference table describes the type of alia  s. For example a well may be assigned a government alias
R_ALIAS_REASON_TYPE,REFERENCE ALIAS REASON TYPE:  This reference table describes the  purpose or  reason for a given alias.  For example a well alias may be  assigned to  the well because of a name change or amendment to the  identifier.A business associate alias may be created as a result of a merger  or name change.
R_AIR_GAS_CODE,REFERENCE AIR GAS CODE:This reference table identifies the the type of fluid supplied by the drilling compressor. For example
R_AIRCRAFT_TYPE,REFERENCE AIR CRAFT TYPE:  The type of aircraft described.  Examples may be general (jet
LAND_SALE_REST_REMARK,LAND SALE RESTRICTION REMARK:  A text description to provide  additional information about a surface restriction which could impact  on operations.  Remarks may be used to clarify the times or seasons  that the restriciton is active to to describe the administrative  requirements for the restriction.
LAND_SALE_RESTRICTION,LAND SALE RESTRICTION:  A cross-reference table to handle the  relationship of specific surface restriction(s) to specified land sale  offering(s) at a specified Land Sale.
LAND_SALE_REQUEST,LAND REQUEST:  tracks requests by business associates to a lessorto have a particular land parcel or holding posted for public sale  of the granted rights.
LAND_SALE_OFFERING_AREA,LAND SALE OFFERING AREA: captures the relationships between areas and land sale offerings.  Opportunities to indicate the gross and net overlapping sizes are also provided.  Note that these overlaps may be determined legally rather than spatially.
LAND_SALE_OFFERING,LAND SALE OFFERING:  describes a parcel of land offered in  public land sale.  Many such offerings may be included in asingle land sale.
LAND_SALE_FEE,LAND SALE FEE:  This table is used to associate the appropriate fee schedule(s) with each land sale.  While many regulatory bodies have only one fee schedule associated with a land sale
LAND_SALE_BID_SET_BID,LAND SALE OFFERING BID SET:  the entity is used when bids placed on land  offerings are grouped according to some requirement.  A company may group bids to support a specific play or project at a company
LAND_SALE_BID_SET,LAND SALE BID SET:  the entity is used when bids placed on land  offerings are grouped according to some requirement.  A company may group bids to support a specific play or project at a company
LAND_SALE_BID,LAND SALE OFFERING BID:  the entity is used when bids placed on land  offerings are complex.  In some areas
LAND_SALE_BA_SERVICE,LAND RIGHT SALE BUSINESS ASSOCIATE SERVICE:  representation of the service  provided for a land sale or bidding rounc by a business associate
LAND_SALE,LAND SALE:  A public offering of lands for lease.  Government  lessors usually offer leases through land sales so thatresources can be developed.  A land sale may be composed ofone or many land parcels.
LAND_RIGHT_WELL_SUBST,LAND RIGHT WELL SUBSTANCE:  Describes the percent production  spacing unit for a particular substance which is occupied by the  land right.  Oil and gas are captured in LAND RIGHT WELL; allother substances are captured here as required.
LAND_RIGHT_WELL,LAND RIGHT WELL:  Tracks which wells are located onor producing from specificland rights.  The entity PROD STRING is used as an alternateforeign key
LAND_RIGHT_REST_REM,LAND RIGHT RESTRICTION REMARK:  narrative remarks about a land  restriction as it is applied to a land right.
LAND_RIGHT_REST,LAND RIGHT RESTRICTION:  a cross reference table that identifies what  restrictions are applied to a specific land right.
LAND_RIGHT_POOL,LAND RIGHT POOL:  This cross reference table allows relationships  between pools and the land rights they are associated with to be  maintained explicitly.
LAND_RIGHT_INSTRUMENT,LAND RIGHT INSTRUMENT CROSS REFERENCE:  Cross reference betweenthe land right and the relevant instrument
LAND_RIGHT_FIELD,LAND RIGHT FIELD:  a direct relationship specifiying the fields that  are associated with a Land Right  (e.g. Bellshill
LAND_RIGHT_FACILITY,LAND RIGHT FACILITY:  To track the relationship of a well to a Unit.
LAND_RIGHT_COMPONENT,LAND RIGHT COMPONENT: This table is used to capture the relationships between land rights and busines objects
LAND_RIGHT_BA_LIC,LAND RIGHT BA LICENSE:  This table associates a land right (surface
LAND_RIGHT_APPLIC,LAND RIGHT APPLICATION:  this table associates a land right with applications that are associated with it
LAND_RIGHT,LAND RIGHT:  Describes the right to land
LAND_REMARK,LAND RIGHT  REMARK:  comments or text description for  information pertaining to the Mineral Agreement.  All remarks are  qualified by a remarks type.  Some remarks may be recommendations  about the disposition of the land right - additional information  about this type of remark is captured.
LAND_OCCUPANT,LAND RIGHT OCCUPANT:  This table is used to keep track of occupants on lands
LAND_BA_SERVICE,LAND RIGHT BUSINESS ASSOCIATE SERVICE:  representation of the serviceprovided for a land right by a business associate
LAND_AREA,LAND RIGHT AREA:  this table may be used to track the relationship between a land right and various types of areas.  Could be offshore areas
LAND_ALIAS,LAND RIGHT  ALIAS:  An alternate name or file number by which  the land right may be known.
LAND_AGREE_PART,LAND AGREEMENT PART:  a portion of a valid LAND AGREEMENT that has  been created for a specific reason
LAND_AGREEMENT,LAND AGREEMENT:  a legal agreement between business associates for  the completion of business
INT_SET_XREF,BUSINESS ASSOCIATE INTEREST SET CROSS REFERENCE:  This table allows  relationships between interest sets to be tracked.
INT_SET_STATUS,INTEREST SET STATUS:  The status of a partnership
INT_SET_PARTNER_CONT,BUSINESS ASSOCIATE INTEREST SET PARTNER CONTACT:  A business associate  who is a contact person for an interest set.
INT_SET_PARTNER,BUSINESS ASSOCIATE INTEREST SET PARTNER:  A partner in the Interest  set.
INT_SET_COMPONENT,BUSINESS ASSOCIATE INTEREST SET COMPONENT:  This table serves as a  multi-node many to many breakout table allowing production
INTEREST_SET,BUSINESS ASSOCIATE INTEREST SET:  An interest set is a bundle of  interests that govern the operation of land rights
INSTRUMENT_XREF,INSTRUMENT CROSS REFERENCE:  Allows relationships between instruments  to be captured.
INSTRUMENT_DETAIL,INSTRUMENT DETAIL:  Use this table to capture specific information that is captured on an instrument
INSTRUMENT_COMPONENT,INSRUMENT COMPONENT: This table is used to capture the relationships between instruments.
INSTRUMENT_AREA,INSTRUMENT AREA:  this table tracks the relationships between instruments and all named areas that they intersect with.  These areas may be formal geopolitical areas
